Aplikacija ukljucena        (05-Jul-16 7:36:26 AM)
Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index[GraphicPlotting.xaml.cs] {private void calculateTotalRelElong(out MyPoint pointOfTearing, out double A)}        (05-Jul-16 8:39:03 PM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (05-Jul-16 8:39:03 PM)
Aplikacija iskljucena        (05-Jul-16 8:40:13 PM)
Aplikacija ukljucena        (05-Jul-16 8:41:29 PM)
Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index[GraphicPlotting.xaml.cs] {private void calculateTotalRelElong(out MyPoint pointOfTearing, out double A)}        (05-Jul-16 8:42:21 PM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (05-Jul-16 8:42:21 PM)
Aplikacija iskljucena        (05-Jul-16 8:42:38 PM)
Aplikacija ukljucena        (05-Jul-16 8:43:04 PM)
Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index[GraphicPlotting.xaml.cs] {private void calculateTotalRelElong(out MyPoint pointOfTearing, out double A)}        (05-Jul-16 8:44:54 PM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (05-Jul-16 8:44:54 PM)
Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index[GraphicPlotting.xaml.cs] {private void calculateTotalRelElong(out MyPoint pointOfTearing, out double A)}        (05-Jul-16 8:46:59 PM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (05-Jul-16 8:46:59 PM)
Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index[GraphicPlotting.xaml.cs] {private void calculateTotalRelElong(out MyPoint pointOfTearing, out double A)}        (05-Jul-16 8:46:59 PM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (05-Jul-16 8:46:59 PM)
Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index[GraphicPlotting.xaml.cs] {private void calculateTotalRelElong(out MyPoint pointOfTearing, out double A)}        (05-Jul-16 8:49:02 PM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (05-Jul-16 8:49:02 PM)
Aplikacija iskljucena        (05-Jul-16 8:50:00 PM)
Aplikacija ukljucena        (05-Jul-16 8:52:59 PM)
Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index[GraphicPlotting.xaml.cs] {private void calculateTotalRelElong(out MyPoint pointOfTearing, out double A)}        (05-Jul-16 8:54:27 PM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (05-Jul-16 8:54:27 PM)
Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index[GraphicPlotting.xaml.cs] {private void calculateTotalRelElong(out MyPoint pointOfTearing, out double A)}        (05-Jul-16 8:55:11 PM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (05-Jul-16 8:55:11 PM)
Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index[GraphicPlotting.xaml.cs] {private void calculateTotalRelElong(out MyPoint pointOfTearing, out double A)}        (05-Jul-16 8:55:11 PM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (05-Jul-16 8:55:11 PM)
Aplikacija iskljucena        (05-Jul-16 9:04:23 PM)
